104052 silly lifecycle stream-combiner2@1.0.2~preinstall: no script for preinstall, continuing
109853 silly linkStuff gulp-batch@1.0.5 has /home/francesco/blog/node_modules as its parent node_modules
109854 verbose linkBins gulp-batch@1.0.5
109855 verbose linkMans gulp-batch@1.0.5
109856 silly build inflight@1.0.5
109857 info linkStuff inflight@1.0.5
109858 silly linkStuff inflight@1.0.5 has /home/francesco/blog/node_modules as its parent node_modules
109859 verbose linkBins inflight@1.0.5
109860 verbose linkMans inflight@1.0.5
109861 silly build glob@6.0.4
109862 info linkStuff glob@6.0.4
109863 silly linkStuff glob@6.0.4 has /home/francesco/blog/node_modules/sass-graph/node_modules as its parent node_modules
109864 verbose linkBins glob@6.0.4
109865 verbose linkMans glob@6.0.4
109866 silly build glob@7.0.3
109867 info linkStuff glob@7.0.3
109868 silly linkStuff glob@7.0.3 has /home/francesco/blog/node_modules/rimraf/node_modules as its parent node_modules
109869 verbose linkBins glob@7.0.3
109870 verbose linkMans glob@7.0.3
109871 silly build rimraf@2.5.2
109872 info linkStuff rimraf@2.5.2
109873 silly linkStuff rimraf@2.5.2 has /home/francesco/blog/node_modules as its parent node_modules
109874 verbose linkBins rimraf@2.5.2
109875 verbose link bins [ { rimraf: './bin.js' },
109875 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109875 verbose link bins   false ]
109876 verbose linkMans rimraf@2.5.2
109877 silly gentlyRm /home/francesco/blog/node_modules/.bin/rimraf is being purged
109878 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/rimraf
109879 silly build fstream@1.0.9
109880 info linkStuff fstream@1.0.9
109881 silly linkStuff fstream@1.0.9 has /home/francesco/blog/node_modules as its parent node_modules
109882 verbose linkBins fstream@1.0.9
109883 verbose linkMans fstream@1.0.9
109884 silly build tar@2.2.1
109885 info linkStuff tar@2.2.1
109886 silly linkStuff tar@2.2.1 has /home/francesco/blog/node_modules as its parent node_modules
109887 verbose linkBins tar@2.2.1
109888 verbose linkMans tar@2.2.1
109889 silly build fs-extra@0.26.7
109890 info linkStuff fs-extra@0.26.7
109891 silly linkStuff fs-extra@0.26.7 has /home/francesco/blog/node_modules as its parent node_modules
109892 verbose linkBins fs-extra@0.26.7
109893 verbose linkMans fs-extra@0.26.7
109894 silly build glob@7.0.3
109895 info linkStuff glob@7.0.3
109896 silly linkStuff glob@7.0.3 has /home/francesco/blog/node_modules/node-sass/node_modules as its parent node_modules
109897 verbose linkBins glob@7.0.3
109898 verbose linkMans glob@7.0.3
109899 silly build glob@4.5.3
109900 info linkStuff glob@4.5.3
109901 silly linkStuff glob@4.5.3 has /home/francesco/blog/node_modules/node-gyp/node_modules as its parent node_modules
109902 verbose linkBins glob@4.5.3
109903 verbose linkMans glob@4.5.3
109904 silly build glob@4.5.3
109905 info linkStuff glob@4.5.3
109906 silly linkStuff glob@4.5.3 has /home/francesco/blog/node_modules/glob-stream/node_modules as its parent node_modules
109907 verbose linkBins glob@4.5.3
109908 verbose linkMans glob@4.5.3
109909 silly build glob@5.0.15
109910 info linkStuff glob@5.0.15
109911 silly linkStuff glob@5.0.15 has /home/francesco/blog/node_modules as its parent node_modules
109912 verbose linkBins glob@5.0.15
109913 verbose linkMans glob@5.0.15
109914 silly build globby@2.1.0
109915 info linkStuff globby@2.1.0
109916 silly linkStuff globby@2.1.0 has /home/francesco/blog/node_modules as its parent node_modules
109917 verbose linkBins globby@2.1.0
109918 verbose linkMans globby@2.1.0
109919 silly build del@1.2.1
109920 info linkStuff del@1.2.1
109921 silly linkStuff del@1.2.1 has /home/francesco/blog/node_modules as its parent node_modules
109922 verbose linkBins del@1.2.1
109923 verbose linkMans del@1.2.1
109924 silly build findup-sync@0.3.0
109925 info linkStuff findup-sync@0.3.0
109926 silly linkStuff findup-sync@0.3.0 has /home/francesco/blog/node_modules as its parent node_modules
109927 verbose linkBins findup-sync@0.3.0
109928 verbose linkMans findup-sync@0.3.0
109929 silly build liftoff@2.2.1
109930 info linkStuff liftoff@2.2.1
109931 silly linkStuff liftoff@2.2.1 has /home/francesco/blog/node_modules as its parent node_modules
109932 verbose linkBins liftoff@2.2.1
109933 verbose linkMans liftoff@2.2.1
109934 silly build glob@4.5.3
109935 info linkStuff glob@4.5.3
109936 silly linkStuff glob@4.5.3 has /home/francesco/blog/node_modules/browserify/node_modules as its parent node_modules
109937 verbose linkBins glob@4.5.3
109938 verbose linkMans glob@4.5.3
109939 silly build glob@7.0.3
109940 info linkStuff glob@7.0.3
109941 silly linkStuff glob@7.0.3 has /home/francesco/blog/node_modules/accord/node_modules as its parent node_modules
109942 verbose linkBins glob@7.0.3
109943 verbose linkMans glob@7.0.3
109944 silly build accord@0.23.0
109945 info linkStuff accord@0.23.0
109946 silly linkStuff accord@0.23.0 has /home/francesco/blog/node_modules as its parent node_modules
109947 verbose linkBins accord@0.23.0
109948 verbose linkMans accord@0.23.0
109949 silly build ws@1.0.1
109950 info linkStuff ws@1.0.1
109951 silly linkStuff ws@1.0.1 has /home/francesco/blog/node_modules as its parent node_modules
109952 verbose linkBins ws@1.0.1
109953 verbose linkMans ws@1.0.1
109954 silly build engine.io@1.6.9
109955 info linkStuff engine.io@1.6.9
109956 silly linkStuff engine.io@1.6.9 has /home/francesco/blog/node_modules as its parent node_modules
109957 verbose linkBins engine.io@1.6.9
109958 verbose linkMans engine.io@1.6.9
109959 silly build xmlhttprequest-ssl@1.5.1
109960 info linkStuff xmlhttprequest-ssl@1.5.1
109961 silly linkStuff xmlhttprequest-ssl@1.5.1 has /home/francesco/blog/node_modules as its parent node_modules
109962 verbose linkBins xmlhttprequest-ssl@1.5.1
109963 verbose linkMans xmlhttprequest-ssl@1.5.1
109964 silly build xtend@4.0.1
109965 info linkStuff xtend@4.0.1
109966 silly linkStuff xtend@4.0.1 has /home/francesco/blog/node_modules as its parent node_modules
109967 verbose linkBins xtend@4.0.1
109968 verbose linkMans xtend@4.0.1
109969 silly build stream-http@2.3.0
109970 info linkStuff stream-http@2.3.0
109971 silly linkStuff stream-http@2.3.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109972 verbose linkBins stream-http@2.3.0
109973 verbose linkMans stream-http@2.3.0
109974 silly build through2@0.6.5
109975 info linkStuff through2@0.6.5
109976 silly linkStuff through2@0.6.5 has /home/francesco/blog/node_modules/vinyl-source-stream/node_modules as its parent node_modules
109977 verbose linkBins through2@0.6.5
109978 verbose linkMans through2@0.6.5
109979 silly build vinyl-source-stream@1.1.0
109980 info linkStuff vinyl-source-stream@1.1.0
109981 silly linkStuff vinyl-source-stream@1.1.0 has /home/francesco/blog/node_modules as its parent node_modules
109982 verbose linkBins vinyl-source-stream@1.1.0
109983 verbose linkMans vinyl-source-stream@1.1.0
109984 silly build through2@0.6.5
109985 info linkStuff through2@0.6.5
109986 silly linkStuff through2@0.6.5 has /home/francesco/blog/node_modules/vinyl-paths/node_modules as its parent node_modules
109987 verbose linkBins through2@0.6.5
109988 verbose linkMans through2@0.6.5
109989 silly build vinyl-paths@1.0.0
109990 info linkStuff vinyl-paths@1.0.0
109991 silly linkStuff vinyl-paths@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
109992 verbose linkBins vinyl-paths@1.0.0
109993 verbose linkMans vinyl-paths@1.0.0
109994 silly build through2@0.6.5
109995 info linkStuff through2@0.6.5
109996 silly linkStuff through2@0.6.5 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109997 verbose linkBins through2@0.6.5
109998 verbose linkMans through2@0.6.5
109999 silly build through2@0.6.5
110000 info linkStuff through2@0.6.5
110001 silly linkStuff through2@0.6.5 has /home/francesco/blog/node_modules/vinyl-buffer/node_modules as its parent node_modules
110002 verbose linkBins through2@0.6.5
110003 verbose linkMans through2@0.6.5
110004 silly build vinyl-buffer@1.0.0
110005 info linkStuff vinyl-buffer@1.0.0
110006 silly linkStuff vinyl-buffer@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
110007 verbose linkBins vinyl-buffer@1.0.0
110008 verbose linkMans vinyl-buffer@1.0.0
110009 silly build through2@2.0.1
110010 info linkStuff through2@2.0.1
110011 silly linkStuff through2@2.0.1 has /home/francesco/blog/node_modules as its parent node_modules
110012 verbose linkBins through2@2.0.1
110013 verbose linkMans through2@2.0.1
110014 silly build module-deps@4.0.7
110015 info linkStuff module-deps@4.0.7
110016 silly linkStuff module-deps@4.0.7 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
110017 verbose linkBins module-deps@4.0.7
110018 verbose link bins [ { 'module-deps': 'bin/cmd.js' },
110018 verbose link bins   '/home/francesco/blog/node_modules/watchify/node_modules/.bin',
110018 verbose link bins   false ]
110019 verbose linkMans module-deps@4.0.7
110020 silly gentlyRm /home/francesco/blog/node_modules/watchify/node_modules/.bin/module-deps is being purged
110021 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/watchify/node_modules/.bin/module-deps
110022 silly build insert-module-globals@7.0.1
110023 info linkStuff insert-module-globals@7.0.1
110024 silly linkStuff insert-module-globals@7.0.1 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
110025 verbose linkBins insert-module-globals@7.0.1
110026 verbose link bins [ { 'insert-module-globals': 'bin/cmd.js' },
110026 verbose link bins   '/home/francesco/blog/node_modules/watchify/node_modules/.bin',
110026 verbose link bins   false ]
110027 verbose linkMans insert-module-globals@7.0.1
110028 silly gentlyRm /home/francesco/blog/node_modules/watchify/node_modules/.bin/insert-module-globals is being purged
110029 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/watchify/node_modules/.bin/insert-module-globals
110030 silly build deps-sort@2.0.0
110031 info linkStuff deps-sort@2.0.0
110032 silly linkStuff deps-sort@2.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
110033 verbose linkBins deps-sort@2.0.0
110034 verbose link bins [ { 'deps-sort': 'bin/cmd.js' },
110034 verbose link bins   '/home/francesco/blog/node_modules/watchify/node_modules/.bin',
110034 verbose link bins   false ]
110035 verbose linkMans deps-sort@2.0.0
110036 silly gentlyRm /home/francesco/blog/node_modules/watchify/node_modules/.bin/deps-sort is being purged
110037 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/watchify/node_modules/.bin/deps-sort
110038 silly build browser-pack@6.0.1
110039 info linkStuff browser-pack@6.0.1
110040 silly linkStuff browser-pack@6.0.1 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
110041 verbose linkBins browser-pack@6.0.1
110042 verbose link bins [ { 'browser-pack': 'bin/cmd.js' },
110042 verbose link bins   '/home/francesco/blog/node_modules/watchify/node_modules/.bin',
110042 verbose link bins   false ]
110043 verbose linkMans browser-pack@6.0.1
110044 silly gentlyRm /home/francesco/blog/node_modules/watchify/node_modules/.bin/browser-pack is being purged
110045 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/watchify/node_modules/.bin/browser-pack
110046 silly build browserify@13.0.1
110047 info linkStuff browserify@13.0.1
110048 silly linkStuff browserify@13.0.1 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
110049 verbose linkBins browserify@13.0.1
110050 verbose link bins [ { browserify: 'bin/cmd.js' },
110050 verbose link bins   '/home/francesco/blog/node_modules/watchify/node_modules/.bin',
110050 verbose link bins   false ]
110051 verbose linkMans browserify@13.0.1
110052 silly gentlyRm /home/francesco/blog/node_modules/watchify/node_modules/.bin/browserify is being purged
110053 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/watchify/node_modules/.bin/browserify
110054 silly build watchify@3.7.0
110055 info linkStuff watchify@3.7.0
110056 silly linkStuff watchify@3.7.0 has /home/francesco/blog/node_modules as its parent node_modules
110057 verbose linkBins watchify@3.7.0
110058 verbose link bins [ { watchify: 'bin/cmd.js' },
110058 verbose link bins   '/home/francesco/blog/node_modules/.bin',
110058 verbose link bins   false ]
110059 verbose linkMans watchify@3.7.0
110060 silly gentlyRm /home/francesco/blog/node_modules/.bin/watchify is being purged
110061 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/watchify
110062 silly build gulp-util@3.0.7
110063 info linkStuff gulp-util@3.0.7
110064 silly linkStuff gulp-util@3.0.7 has /home/francesco/blog/node_modules as its parent node_modules
110065 verbose linkBins gulp-util@3.0.7
110066 verbose linkMans gulp-util@3.0.7
110067 silly build run-sequence@1.2.1
110068 info linkStuff run-sequence@1.2.1
110069 silly linkStuff run-sequence@1.2.1 has /home/francesco/blog/node_modules as its parent node_modules
110070 verbose linkBins run-sequence@1.2.1
110071 verbose linkMans run-sequence@1.2.1
110072 silly build gulp-watch@4.3.6
110073 info linkStuff gulp-watch@4.3.6
110074 silly linkStuff gulp-watch@4.3.6 has /home/francesco/blog/node_modules as its parent node_modules
110075 verbose linkBins gulp-watch@4.3.6
110076 verbose linkMans gulp-watch@4.3.6
110077 silly build gulp-cssnano@2.1.2
110078 info linkStuff gulp-cssnano@2.1.2
110079 silly linkStuff gulp-cssnano@2.1.2 has /home/francesco/blog/node_modules as its parent node_modules
110080 verbose linkBins gulp-cssnano@2.1.2
110081 verbose linkMans gulp-cssnano@2.1.2
110082 silly build gulp-uglify@1.5.3
110083 info linkStuff gulp-uglify@1.5.3
110084 silly linkStuff gulp-uglify@1.5.3 has /home/francesco/blog/node_modules as its parent node_modules
110085 verbose linkBins gulp-uglify@1.5.3
110086 verbose linkMans gulp-uglify@1.5.3
110087 silly build gulp-sourcemaps@1.6.0
110088 info linkStuff gulp-sourcemaps@1.6.0
110089 silly linkStuff gulp-sourcemaps@1.6.0 has /home/francesco/blog/node_modules as its parent node_modules
110090 verbose linkBins gulp-sourcemaps@1.6.0
110091 verbose linkMans gulp-sourcemaps@1.6.0
110092 silly build gulp-shell@0.5.2
110093 info linkStuff gulp-shell@0.5.2
110094 silly linkStuff gulp-shell@0.5.2 has /home/francesco/blog/node_modules as its parent node_modules
110095 verbose linkBins gulp-shell@0.5.2
110096 verbose linkMans gulp-shell@0.5.2
110097 silly build gulp-rev-replace@0.4.3
110098 info linkStuff gulp-rev-replace@0.4.3
110099 silly linkStuff gulp-rev-replace@0.4.3 has /home/francesco/blog/node_modules as its parent node_modules
110100 verbose linkBins gulp-rev-replace@0.4.3
110101 verbose linkMans gulp-rev-replace@0.4.3
110102 silly build gulp-less@3.1.0
110103 info linkStuff gulp-less@3.1.0
110104 silly linkStuff gulp-less@3.1.0 has /home/francesco/blog/node_modules as its parent node_modules
110105 verbose linkBins gulp-less@3.1.0
110106 verbose linkMans gulp-less@3.1.0
110107 silly build gulp-babel@6.1.2
110108 info linkStuff gulp-babel@6.1.2
110109 silly linkStuff gulp-babel@6.1.2 has /home/francesco/blog/node_modules as its parent node_modules
110110 verbose linkBins gulp-babel@6.1.2
110111 verbose linkMans gulp-babel@6.1.2
110112 silly build through2@0.6.5
110113 info linkStuff through2@0.6.5
110114 silly linkStuff through2@0.6.5 has /home/francesco/blog/node_modules/ternary-stream/node_modules as its parent node_modules
